sentiment,content
1,love job getting real sleep icing birthday cake morning
1,time bed got learning tomorrow early start night night good people xxx
0,
1,hypnophil looking bright think sun put appearance guess lawn want cutting
0,bogwhoppit aw yes week got asked return end wish bought me never mind
1,kolsweetie hell yeah belgian beer bomb p
0,hmmm using tinytwitter small non touch screen really much fun
0,omg trying fix pic working ugh also mom wont let sleep sanzz bad day
0,mitchelmusso sad love talk live uk can t wait new album please say hi xxx
1,furlongthedog welcome twitter hoped long saw light joined u
1,dannywood good morning hope enjoy run amp gym workout morning can t wait hear new song lt 3pennie
0,didnt enjoy say goodbye alex v emotional time sun making happy
0,
0,got work today three day left heart breaking
1,one gear baby
0,up getting ready skill can t wait fail bio final yay ugh honor class suckkkk
0,velf79 missed last night hon
0,miss wacom especially mouse laptop touch pad horrible
1,almost done third chapter cover page yay
1,cool lil night berrie s eat pizza waitin noel4president
1,souravghosh dream give rise reality said walk dream fly dream believe achieve
0,where s enthusiasm meeeee
0,hungry going eat catch guy later amp people hurt sardonic quote waiting hit back
1,newyorkchica understood pre coffee tweet good
1,nice night golfing
1,currently enjoying work bank holiday frasier jeremy kyle far enjoy extra day tweeter
0,jaceypants well piss that can t get site work come thru phone
0,didnt devos hopefully day doesnt suck it
1,jerwjr thank you working ddlovato s
1,cup tea cold tasting really good
0,soooo feeling well need get bed
1,wearing new victoria s secret slipper
0,keep receiving beautiful pic beach charleymagne office working getting bitter
0,home sore knee
1,oh also today must remember hoppusday happy hoppusday yes said yesterday changed okay
0,pissing letting follow ericka
0,got back from ahem meal 4 wa boring eat nonetheless
1,omj qot home party 2 oo a m man tired goodniqht happy mother s day all take care amp god bless
1,omg nicolekennedy found thnx
1,6moredays 6moredays yay yay taken nearly finished better good
1,filce haha know cant handle fame thank you
0,tammytrent left quot again quot title whoop
0,lifeasiceyit yessum see year go maybe head back oct rate go down wanted go bday
1,fonejacker12009 haha know work blip apart obvious thanks reblipping song nice day xxx
1,millionsbyname jared s wearing green shirt sparkly eye yee hear asylm highly disorganized hang there
1,happy mother day yummy mummy twitter
0,scopezum feel way hour sleep still exhausted ahh
0,nice day today stuck indoors revising week over
0,joannaangel im strict diet ugh feel like cheat one day ill throw everything up
0,one_bloody_poet bad friend sorry hear that
0,beckinelson idkk il get see
0,happy sad may soul rest peace
1,josieinthecity lol good men watch flick w u sigh good flick far called quot because said so quot
0,yenbearr yi ryke it
0,raining stuck inside working today probably peed sunny outside ok rain
0,scavengerlor lol clever extremely jealous amount follower
1,hnnhmllr lmao baked non stop sound like yummy fun
0,
0,where s happiness
1,finish line team alpha allstars great day good winning company team http twitpic com 4jggm
1,good morning 12 00 think time breakfast
1,jerennyofficial hahah jonas min woop woop fun doug cmmt convo magical hahaha
0,
0,dont like funeral
0,can t sleep epp someone awake scared crap outta me
0,heading graduation like this oh nick i ll looking you
0,sparklethots love birdy nest though already got u another kind
1,netmogul actually play keyboard pohaku lol played 12st bday earlier spinning shack
1,sittin home watchin monster in law waitin pizza yum yum
1,juniesgurl woohoo broom isnt standard there seatbelt mine whisper like swiffer
0,vautlapeine mean fam minus ahugs
0,twpp one told me
1,tuffyr cute manly cute course reminds scion
0,miss talkin turkey really miss talkin turkey
1,last week hit guinea pig picture webshots even promote them way go
1,taylorswift13 created account get chance chat admire you amazing inspire write lt 3
1,hey david gone eye yet birthday singing ipswitch best present ever fun breakfast hunting
0,bah coworker ran work late bag smacked knee really hurt
0,well suzylake discovered can t swim out sorry
1,typezero3 thanks slooooow hehe stoked hope good weekend
1,omgdarleny hahaa awesomee
1,home sweet home lt 3 going see hannah montana movie today lt 3 ddd
0,bummed didnt get see manchester orchestra bc sold out spent night buying tv show itunes lame
0,wrong liesboystell one love they really several woman http tinyurl com nl6pct
1,headed home see yall a m tweet
1,absolutspacegrl could feel excitement tweet watching launch nasa tv love directv seriously
1,good morning all fabulous morning here
0,upset bout talk someone idk though
1,really wanna go school monday honest
1,happy mother s day mommiies owt theaa amp ii think ii got thaa hang thiis thiing yay
0,lyricals care struggle
0,ugh two week push produce six pack produced nothing pain
0,rained ever day miami since here
1,clighty invite house instead
0,sbcvandy omg know give stroke everytime go getting mad them quietly window rolled up
1,lexymez thanks much alex best wish day
1,oohnoo that s great weee visitor
0,road again miss traveling traveling partner
0,wishing going tonight wait tomorrow
0,karma bitch got hung lol still big dawg though
0,way work kinda sad
1,lindsayslifee look nice atleast haha lt 3
0,japanese exchange student cutest thing ever seen seriously haha want put pocket amp keep d
0,hanaabanana know yopu got round watching it cried
0,scrapshoppeetsy rt heart past day etsy boo hoo totally
0,again dealing cancer direct family bugger cancel suck
1,jerzicua say met all awesomest people bunch them
1,watched star trek a well done think see again want join me
0,im cold still cant find hoodie
0,soooo hungry right now lunch time
1,cholle2001 lucky you get capoeira
0,man starting rain real hard
0,aww anyone see hollie steel bgt tonight wharra shame
0,
0,hungry if arm core diet would eat it guess wait dinner ready
0,linkedinbrian unfortunately nowhere near beach fam area too
1,finally gone beach yeaaaah
0,internet big fail today twitter usual semi flaky self facebook vrbo com boo
1,birthday week today
0,headache century coming feel fuck
1,woah awesome show glad back hotel though nightie night happy mother s day mommy s
1,lapix thanks ennio
1,http twitpic com 4wff3 got pretty sweet sticker refyousuck
0,tired need another minute
1,soupy soup time today heinz cream chicken mushroom yum bbl
1,oh yeah radio1 playing earth wind fire
0,
0,little sister told double chin aww
1,joechacko thx became ibm master inventor 2008 really enjoyed blog particularly vegan tag
1,bgt aw bless her stomach sank first whimpered good trying carry on that s nice simon take charge
1,whitsunday lol l love tweet keep coming
1,still bed enjoying spring sunshine streaming window woke 5am rigid extreme pain exhausted positive today
0,summer one texted called me im loner
1,listening sunlounger s music waiting sun set
1,thanks raspberry laced vanilla cake
0,
0,spookyjenb diver4skynsea stop it makin sad
0,oh zombiepix follow anymore need someone cheer
0,banjoist123 may ask bluegrass mean sorry advance looking bit silly asking
1,much buying awesome new phone sony ericsson berry d like everyone else
0,thank u guy much helping follower thing im probably gonna win cause dont follower yet
1,back gym checkin email gonna go watch old movie something little cool sit outside read
1,xjam13x lol wow that s good haha still can t believe mother s day
0,ran eclipse mint
1,f2point4 oh nice something nice next week going madrid next weekend day
1,danslevin welcome thanks inviting u talk 48hoursnz like becoming parent one really prepare
1,glad home wish could make cbrown7785 feel better
0,wow there s still void whre thomas left heartache never going go away
0,sad christian lacroix file bankruptcy
1,ohaigabriella o aw frank like movie cool fully understand think that s cool
0,ugh tired waitin bus jpbabii202 good morning
1,
0,michael scofiled noooooo hate writer director n production
0,jeremyrylan mobile web let look awesome though and one read tweet anyway
0,jhaywardbenzal ouch hate happens
1,
1,mrjaydeeone thanks add try signing later get home still luck email someone
0,got caught rain sand monsoon way home even though looked like complete idiot
1,weather starting better shine
1,bus nyc http yfrog com 08kaifj
1,partying study room
1,orli snapily famous houston take look http is gd ysah
1,good day ya ll happy mom s day
0,mercuriosjewels wonderful trip read twilight novel completely consuming engrossing kinda sad done
1,need bear hug im going camp today
1,hilzfuld haha tripped talking harvard read aussie automatically came idiot
0,tuaw case one gave head up at amp t put iphone app account management mywireless love see review
0,hate sound silence doesnt like shut out
1,well rowing machine paid week lost 3lbs week
0,ronenk jewlicious guy nothing free life shidduch money
0,going graduation hubby to be feeling well instead job hunting online
1,jmascia yay found u great time tonight
0,
1,mbrevoort thanks work treat need post xml really though thinking emulate rail activeresource
1,sadie_marie better hudgens omg song came shuffle would city high
0,today off work tomorrow
0,
0,esatt wanna see here
1,fixxatedstar aww thank soulmate haha
0,always feel last
1,jenniferdodd town next week party get back happy early birthday
1,oh gosh so close finishing song can t wait
1,oh happy day nice weather smiling happy baby icecream later
1,3magpies thanks well
1,ddlovato miss chatting
0,gah jittery upset absolutely reason
1,going gym early trying get back shape again husb got gift cert swim w dolphin bd need muscle
0,contentwhore lure foot massage
1,jaybzs hi get try new restos so yea fuunn let s dinner get back
1,mirnygirly work drop line would love talk
1,cindypon comiccon that s cool
0,need hater ball today like dave chappelle man miss day comedy central new episode
0,jodywhitesides sorry missed it
0,can t fucking concentrate damn heat cooler job
